MVRate,cycles_per_day,mean_run_min,on_fraction,frac_below_floor,kWh,kWh_thermal,SPF,cost_eur,hours_below,room_min_C,room_max_C,tank_swing_K
0.1,22.6,41.1033237366198,0.643752679450871,0.0997920997920998,290.69184445531,770.222385297009,2.64961814370895,113.314479112027,1.15277777777778,18.8986485674298,20.5131546297204,19.184867933137
1,19.6,57.9257408975103,0.786794540257243,0.178794178794179,284.875491000747,766.291394280102,2.68991688821027,110.969343237852,5.83333333333333,18.7733326996854,20.5131546297204,18.8489344452975
5,14.8,82.7133266899042,0.848341812204145,0.153846153846154,280.892016257685,762.282828274296,2.71379314524551,109.411498042862,10.2777777777778,18.4789003238839,20.5131546297204,17.9429269323438
10,16.8,75.4059370423195,0.87790695932846,0.174636174636175,278.936228130663,760.234392970821,2.72547742566699,108.669526429256,11.9166666666667,18.4610866338343,20.5131546297204,17.8105202076577
20,17.2,75.8812705628944,0.904475297076773,0.178794178794179,277.917148396755,760.313817011124,2.73575711825345,108.276640615308,14.5555555555556,18.4953810322494,20.5131546297204,18.4783769432128
50,14,96.434889065209,0.935612229322887,0.145530145530146,273.990738942176,753.382292885104,2.74966334918386,106.84839970836,21.4444444444444,18.1686298321652,20.5131546297204,18.5030797096135
